FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
305	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3800.082941	3802.393778	3	70.3258	70.3902	3.85882	70.3509	59189.5	26232.7	82601.7	4	5	2	0.890491	0.999463161703371	50807.4;8382.09	0;6887.68;13511.1;16184.5;11149.4;6995.21;2220.71;1869.76;0;371.107
306	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8071.961434	8076.978436	2	70.3258	70.3509	1.50307	70.3258	37363.2	24320.2	28079.7	7	9	3	0.918406	0.992842181021042	16366.5;17792.7;3203.93	0;0;924.36;3563.23;4665.32;8925.85;5210.38;4377.72;4563.4;3740.91;1391.99
307	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3554.949801	3557.120122	2	70.3258	70.3509	1.50307	70.3258	24156.8	21167.4	18154.7	4	4	1	0.8753	0.978959717983686	24156.8	0;3369.55;5468.01;7125.23;4195.33;1830.6;1656.95;511.162
308	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3903.110780	3905.473954	3	69.2569	70.8655	96.5152	70.8655	34496	17496.9	870063	4	5	2	0.878151	0.964777360013688	22525.7;11970.3	0;2754.82;9425.77;9937.38;6678.82;4532.21;825.161;341.864
309	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8142.989493	8148.046069	2	70.3509	70.3902	2.35575	70.3509	25637.4	17071.6	30197.6	7	9	3	0.927083	0.954987110845409	17071.6;1160.08;7405.65	0;0;601.85;3454.77;2982.69;3832.88;5031.16;3459.55;1381.59;821.275;1937.5;1333.37;800.714
310	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7886.853795	7891.756848	3	69.2569	70.3902	67.9958	70.3258	32446.1	16970.6	871128	7	8	2	0.903831	0.99565752867665	13043.8;19402.3	0;0;0;2896.52;5175.58;5652.4;6489.69;5489.95;1662.43;1621.15;1341.64;1386.09;0;730.608
311	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7594.746561	7599.494564	2	70.3258	70.3509	1.50307	70.3258	22509.9	12433.7	16917	7	7	1	0.935571	0.982140406260489	22509.9	0;0;1001.38;2256.96;3889.76;4006.29;3475.67;3611.39;1472.69;1052.97;675.878;0;1066.87
312	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7888.875205	7893.792046	2	70.8655	70.9939	7.70631	70.8655	17290.4	12028.2	66622.7	5	7	2	0.939704	0.980590523441618	5262.25;0;12028.2	0;0;1534.77;1476.85;2904.96;2439.04;3382.48;3032.64;1011.95;1148.08;359.656
313	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4278.294968	4280.980388	2	70.3509	70.8655	30.8752	70.8655	12168.5	8819.69	187852	4	5	2	0.909949	0.95640899157179	8819.69;3348.81	0;1053.23;2443.28;3484.43;2548.3;1523.42;1115.83
314	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3745.046944	3747.332321	2	69.2569	70.8655	96.5152	69.2569	8677.94	6347.36	418777	4	5	2	0.850925	0.694294737944667	7490.21;1187.73	0;841.533;2690.73;2970.41;1122.14;0;1053.14
315	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	2603.460597	2605.078520	2	70.3902	70.8655	28.5194	70.8655	7287.6	5953.68	103919	4	4	1	0.854221	0.954989531118944	7287.6	0;2054.9;2165.61;1752.78;1057.7;256.609
316	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11874.037230	11881.403957	2	70.8013	71.5477	44.782	70.8013	2.19158e+06	1.52668e+06	4.90717e+07	7	8	2	0.954793	0.98072005785899	666208;1.52668e+06	0;535.567;13277.1;37767.2;84121.6;171448;235963;286781;306216;275025;236894;186640;139740;95620.9;59479.7;35208.8;18287.3;8576.77
317	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11054.670107	11061.544387	2	70.8013	70.9298	7.70983	70.8013	218481	152314	842226	7	8	2	0.968007	0.999208369953608	152314;66167.4	0;0;2212.65;5678.01;13189.6;25739.8;29109.5;30152.4;28213.7;29041;18972.5;14024.5;10983.8;6291.48;3739.78;1132.49
318	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11297.757058	11304.769777	2	70.8013	70.9298	7.70983	70.9298	90563.3	73877.1	349114	7	8	2	0.961623	0.994064595340441	16686.1;73877.1	0;0;386.769;2461.27;5803.15;8320.82;11601.9;12265;13872.3;11468.7;8874.12;7943.92;3395.06;2726.55;0;790.95;652.794
319	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	10041.181522	10047.457201	2	70.8013	70.9298	7.70983	70.9298	34372.4	23835.5	132503	6	8	3	0.928098	0.860110717424136	10536.9;23279.9;555.592	0;0;683.829;1093.55;2368.08;6364.65;5918.71;5340.77;2049.02;4831.2;3650.61;881.109;1190.85
320	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9610.009507	9616.028079	2	70.8013	70.9298	7.70983	70.8013	30764	19791.3	118593	6	7	2	0.961054	0.987976182274133	19791.3;10972.7	0;466.278;0;1512.22;2991.49;6277.45;5094.14;4444.62;3712.37;2648.44;1265.2;944.577;588.441;818.807
321	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3629.976563	3632.186289	2	70.8013	70.9298	7.70983	70.8013	25434.8	13251	98049.1	2	3	2	0.878847	0.998668199284913	6639.34;18795.5	0;3346.35;6233.7;6802.36;5624.15;2482.61;572.552;373.128
322	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3800.085007	3802.395844	2	70.8013	70.9298	7.70983	70.8013	15367.7	9869.23	59241.2	3	3	1	0.866923	0.997628846921761	15367.7	0;1680.05;3203.83;4317.49;3315.49;1734.06;1116.8
323	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3729.045467	3731.319246	2	70.8013	70.9298	7.70983	70.8013	9321.96	5630.27	35935.3	3	3	1	0.88137	0.994434185616769	9321.96	0;1035.31;2672.52;3013.52;1761.09;596.149;0;243.353
324	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8869.256850	8874.757085	2	66.6856	67.7529	64.0359	67.7529	1.31582e+06	767966	4.21298e+07	7	7	1	0.928075	0.972060393569053	1.31582e+06	25037.1;23556.7;39633.5;83699.2;121132;166508;190519;195451;165672;129332;87284.8;53698;30201.6;21411.7;7718.28
325	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8529.112678	8534.406472	2	66.6856	66.7249	2.35948	66.7249	285114	262366	336360	6	7	2	0.943829	0.993478519596	87777;197337	732.127;2723.35;6442.15;18255.8;37537.9;45831.3;44044.5;36828.6;31521.7;24771.2;15697.2;9713.59;8590.19;956.714;2199.72
326	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8885.233035	8890.733270	2	66.6856	67.7529	64.0359	66.6856	157794	119663	5.05223e+06	7	7	1	0.92197	0.900207766149732	157794	12151.6;11052.3;9853.91;14662.7;14744.2;18061.9;20508.3;18728.5;17954.5;12770.1;11140.1;7062.57;1254.78
327	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8570.121113	8575.443206	2	66.6856	67.7529	64.0359	66.6856	127478	83527	4.08159e+06	5	7	3	0.954797	0.973263137455064	484.28;71238.9;55755	1726.48;3093;5972.27;9950.47;14056.6;19161.9;22302.8;15347.1;13975.8;12270.7;6433.21;2104.63;832.902;1083.47;893.427
328	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8827.237048	8832.700142	2	66.6856	67.7529	64.0359	67.7529	146492	80372.8	4.69037e+06	7	7	1	0.911296	0.933495532792235	146492	1528.19;3287.17;5480.78;10098.7;11508.4;19996.5;18280;14201.1;12924.7;12104.2;9954.72;9017.98;7679.99;6911.46;5046.07
329	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8359.986809	8365.156894	2	66.6856	67.7529	64.0359	67.7529	66568.5	40867.1	2.13139e+06	6	6	1	0.932868	0.963619102176304	66568.5	1748.89;1751.54;3722.23;4631.39;6910.94;9768.29;10890.7;8001.4;8435.92;5205.28;4526.99;2263.7;460.199
330	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8072.840914	8077.857917	2	66.6856	67.7529	64.0359	67.7529	55647.5	34337.1	1.78172e+06	6	6	1	0.928501	0.96636811634411	55647.5	0;1232.47;2862.29;4600.19;5830.85;8563.46;9537.79;7853.6;7159.97;4314.25;2057.2;1081.73;553.691
331	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8701.170418	8706.567927	2	66.6856	67.7529	64.0359	67.7529	61826	33630.4	1.97954e+06	6	7	2	0.936439	0.939198362360723	20409.1;41416.8	2031.31;1293.53;1848.79;4942.55;6548.82;10545.6;8427.12;8486.69;8775.18;6961.33;2529.5;1041.06;425.776
332	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9016.329539	9021.907435	2	66.6856	67.7529	64.0359	67.7529	44537.8	29219.9	1.42601e+06	7	7	1	0.938383	0.962133225260073	44537.8	415.92;609.528;2266.37;2210.92;4962.47;5449.44;6897.92;5382.85;6299.26;4352.99;3213.01;1167.49;1089.15;636.426
333	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8318.973780	8324.132222	2	66.6856	67.7529	64.0359	66.6856	27742.6	15474.2	888262	6	6	1	0.919577	0.916968962110654	27742.6	0;0;2494.21;1971.8;3081.16;4242.79;3082.84;3000.47;2692.62;2328.54;2267.95;2042.07;0;0;538.179
