FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
140	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8282.965599	8288.096350	4	65.3795	67.5601	130.836	65.3795	199084	82188.3	4.82692e+06	6	8	3	0.948966	0.960477217259404	148599;10019.2;40465	0;0;5532.92;19877.2;23673.2;35614.4;34123.8;25672.5;17171.6;13877.9;11276.2;8621.37;1355.3;2287.24
141	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8494.092720	8499.374616	3	65.3925	66.4927	66.0144	65.7957	107997	79935.4	3.11471e+06	5	8	3	0.979358	0.960886728860945	92475.2;0;11138.2;4383.96	1227.97;2807.63;6676.6;9838.41;14920.4;15268.8;16317.9;11824.2;11309.3;6599.42;4272.91;4542.29;2479.93;0;1139.53
142	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8991.315527	8996.881649	2	65.3795	66.4927	66.7931	65.3795	101297	72392.3	3.38296e+06	7	8	2	0.949709	0.946306110285842	72392.3;28904.3	0;350.985;5729.49;6218.29;12435.4;15791.1;23221.3;15545;11916.8;8226.58;0;1299.1;0;0;562.693
143	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8431.079684	8436.297890	3	65.3795	66.4676	65.2885	65.3795	114422	72254.4	1.51215e+06	5	7	3	0.938907	0.959168796588687	5031.57;105265;4124.7	0;0;3124.09;9460.5;14588.4;18090.2;18377.9;19417.3;13581.6;8173.6;7266.12;2341.99
144	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8247.945817	8253.064901	3	65.3925	66.4927	66.0144	65.4468	120510	70442	3.59292e+06	5	7	3	0.936452	0.995479824883369	10192.7;73219.8;37097.1	0;2327.01;3025.55;10064.9;17328.4;21790.9;15166.7;14809.9;16760;10669.8;6534.08;0;1586.1;446.127
145	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9105.355018	9110.981622	3	65.3925	67.817	145.469	65.9222	111884	69701.9	6.06896e+06	5	7	3	0.925578	0.944575632652432	69701.9;34151.5;8030.86	0;0;2628.78;6433.23;11559.6;20890.3;26585.5;23643.5;12765;3404.27;1955.69;2018.45
146	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7671.663692	7676.451754	3	65.9222	67.7137	107.487	65.9222	74211.2	63363.6	1.61191e+06	4	6	3	0.972348	0.965618127650995	17973.3;48637.8;7600.09	0;2502.6;4071.2;9007.18;11080;13700.8;9676.98;7442.39;6557.1;2909.05;3294.64;1730.43;1916.46;322.354
147	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8754.180301	8759.603405	2	65.2772	65.9222	38.6973	65.2772	79206.4	61158.1	1.53254e+06	5	7	3	0.916935	0.76858256485508	18048.3;23886.1;37272	2549.12;3261.9;4568.97;7267.9;4289.59;11764.9;15149.6;8926.7;6257.19;4843.63;3654.64;1178.2;519.452;3352.88;4170.83
148	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8781.217342	8786.654766	2	65.3925	66.4676	64.5099	65.3925	84200.6	58499.9	2.71588e+06	6	7	2	0.871851	0.525475999227487	44227.1;39973.5	4204.21;4991.9;4700.8;5413.98;8467.23;8249.41;9125.44;7301.17;9113.5;5863.16;2664.73;2401.69;7238.86;5463.2;3205.48
149	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8300.965611	8306.108022	5	65.7957	67.817	121.274	66.1716	134845	56741.1	3.86313e+06	5	8	4	0.965685	0.999903119357372	14440.5;13550.4;52634.3;54219.5	697.432;2287.42;6437.49;10564.8;19107.7;22403.5;22421.8;17067.9;13888.8;9329.47;5707.84;3042.76;651.098;774.049;1160.06
150	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8543.118862	8548.429068	2	66.4676	67.817	80.9594	66.4676	62677.9	53735.8	2.53718e+06	5	7	3	0.920702	0.938384864639684	11050.4;44981.7;6645.81	2061.21;1874.4;1451.65;4308.25;7710.55;10498;11813.8;10424.8;10510.4;3646.4;0;0;0;439.652
151	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8160.912737	8165.969313	4	65.3795	66.4927	66.7931	65.3795	86452.5	44934.1	615206	5	8	4	0.899431	0.957242347319059	4565.73;52763.7;25445.3;3677.83	0;669.664;1548.53;2586.49;16119.9;18603.2;17709.2;16599.7;7674.97;2020.88;2268.72;0;651.205
152	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8794.222132	8799.673397	2	66.4676	67.7137	74.761	66.4676	52451.3	42808.7	1.96065e+06	6	7	2	0.880218	0.59195336506634	28442.9;24008.4	3026;1556.36;1092.75;5268.87;5456.42;6330.79;4582.76;5033.81;5726.82;2878.21;3742.41;4788.66;3558.63;1386.23;1048.52
153	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7884.768845	7889.671898	3	65.4468	66.4927	62.7579	65.4468	72592.4	38601.4	1.41607e+06	6	7	2	0.933689	0.945525096848236	47499.9;25092.6	0;0;1979.05;6872.07;12142.8;13242.8;14821.9;11905.2;6433.24;2767.07;984.575;677.296;766.438
154	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8432.071574	8437.289781	5	65.4468	67.817	142.213	65.4468	100397	37352.2	2.18936e+06	5	8	4	0.942668	0.996192292073902	23730.5;42531.3;12750.3;21385.2	0;705.185;5521.23;9319.49;10222.5;17394.2;21296.7;12948.2;13188.7;3512.46;4506.17;925.679;856.782
155	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8213.947000	8219.051997	4	65.3795	66.1716	47.5268	65.3795	62852.4	32282.2	482050	5	8	4	0.866434	0.932342268398082	5008.03;48609.9;2101.73;7132.72	0;0;945.988;0;13770.1;17928.9;13322.2;11545.3;1748.92;3590.91
156	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4422.123491	4424.896479	3	66.1716	71.0975	295.556	67.5601	55044.4	31179.5	6.15756e+06	4	5	2	0.899809	0.87918621711575	39801.2;15243.2	886.609;3293.84;12253.3;18635.7;14242.7;4272.07;1910.16;436.674
157	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7652.645534	7657.421746	2	65.7957	65.9222	7.58849	65.7957	37061.8	29940	140622	4	4	1	0.936382	0.997907762953598	37061.8	0;0;1531.21;3897.14;6189.44;6180.95;6469.83;5051.58;4532.26;873.129;814.261;882.623;639.388
158	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4405.115732	4407.877092	2	66.1716	67.5601	83.3091	67.5601	48358.5	27027.1	2.01435e+06	4	5	2	0.869033	0.914336945048213	27027.1;21331.5	0;2923.28;6956.54;15182.1;11436.6;5761.24;2566.65;1504.56;807.927;1219.64
159	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8782.220954	8787.658377	2	65.9222	66.4676	32.7265	66.4676	35155.8	24536.6	575264	5	7	3	0.894021	0.844089941324925	10619.2;11665.7;12871	979.632;2254.9;1023.89;3343.49;4167.02;2790.84;4543.23;5047.73;1968.22;2421.11;3771.85;890.66;2087.65;845.228
160	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4396.613651	4399.375011	2	66.1716	67.5601	83.3091	66.1716	29435	18959.8	1.2261e+06	4	5	2	0.927396	0.850838091001696	10475.2;18959.8	0;2251.32;7825.94;8373.49;6632.52;2699.12;419.297;617.247;0;616.06
161	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7635.650541	7640.410405	2	65.7957	65.9222	7.58849	65.9222	26049	15034.2	98836.3	4	5	2	0.907974	0.987800947456989	8346.77;17702.2	355.045;0;527.497;2816.58;4189.79;4227.33;3530.76;2402.06;3826.57;1792.61;1389.43;675.63;670.729
162	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8353.981537	8359.151622	3	65.7957	66.4927	41.8195	66.4927	32951	14458.1	462313	5	8	4	0.924852	0.651281828173801	6607.09;610.897;11555.9;14177.2	1800.27;879.489;1492.68;3435.65;3808.67;4484.26;5035.53;5554.87;1874.42;3397.07;2578.96;0;0;0;409.451
163	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8232.952182	8238.057180	2	66.4676	71.0975	277.794	66.4676	16601.1	11138.6	2.30584e+06	5	7	3	0.929669	0.840675014132129	8466.48;2672.13;5462.46	0;0;716.865;1288.05;2666.57;3627.86;3156.07;3314.36;1341.84;0;0;489.459
164	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8828.225300	8833.688393	3	65.8346	67.0717	74.2253	65.8346	5.6133e+06	4.17724e+06	1.87273e+08	5	7	3	0.949713	0.999736256053025	1.97082e+06;3.18664e+06;455835	5239.07;47387.6;168893;374874;615787;816456;899479;846816;675306;476885;300937;185047;110007;62584.9;32838.6
165	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9128.327838	9133.968179	2	65.8346	66.0244	11.3878	66.0244	1.62936e+06	1.54606e+06	9.27741e+06	5	7	3	0.962253	0.998708803455907	18098.8;65209;1.54606e+06	59051.5;57446.2;78953.1;116873;171886;207823;217885;199750;175700;140920;97850.9;70535.2;46248.8;27999.6;19493.3
166	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9107.343415	9112.970019	4	65.7386	67.0717	79.989	65.8346	2.34754e+06	1.27625e+06	6.03407e+07	5	7	3	0.968867	0.999608058803075	12735.7;1.67528e+06;659523	9428.37;39339.7;89469.6;165392;257274;327169;340236;319604;268084;197647;136005;93276.5;57879.9;38483.8;17680.3
167	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8031.830495	8036.822032	2	65.7386	65.7746	2.16021	65.7746	1.225e+06	1.11405e+06	1.32313e+06	5	6	2	0.924296	0.999637657188583	124333;1.10067e+06	0;9100.46;40554.7;96055.1;151725;197106;201856;184060;144628;93985.9;55993.2;29438.8;13769.6;6728.98
168	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8318.978443	8324.136885	2	65.7386	65.7746	2.16021	65.7746	1.19751e+06	1.09716e+06	1.29344e+06	5	7	3	0.924483	0.999485809079504	83944.7;963789;149775	0;7618.32;32091.7;81654.8;139678;184907;197878;181712;149826;99974.5;57418.1;33909.5;18857.8;7719.73;4264.3
169	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8811.258258	8816.709523	3	65.7746	66.943	70.1044	65.7746	1.07137e+06	892818	7.81265e+06	5	7	3	0.985383	0.999240423249065	63393.9;103389;904585	6705.23;24663.7;56053.9;91696.6;144848;158249;164738;145331;103749;77532;48149.1;28617.5;13948.9;9526.21;4265.86
170	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8529.120867	8534.414661	3	65.7386	65.8346	5.76367	65.7386	1.71513e+06	808429	3.25974e+06	5	7	3	0.945382	0.999995650213477	345793;881332;488009	0;15118.5;52194;124917;206177;256727;283446;256725;200558;138505;85177.7;50068.6;26245.7;13430.3;5844.41
171	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8231.947078	8237.052075	2	65.7386	65.7746	2.16021	65.7746	457452	426414	494096	5	7	3	0.926588	0.999182900205173	31037.6;359094;67320.4	0;3357.29;12640.9;35040.9;54461;68515.2;75888.4;69794.1;53017.8;35738.2;25626.3;12795.7;5617.53;3134.98;1823.18
172	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8975.322816	8980.874700	4	65.7386	66.943	72.2646	65.7386	601300	312350	3.96046e+06	5	7	3	0.937657	0.99998621363967	47399.8;286504;267397	444.948;3623.85;13937;35139;59038.1;84093.6;97055.1;92538.5;72013.5;57835.7;37586.6;23835.4;13245.1;8583.26;2775.61
173	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8144.914278	8149.970854	2	65.7386	65.7746	2.16021	65.7746	269568	251506	291161	5	6	2	0.933805	0.999168404711906	21584.5;247983	0;2453.23;7747.77;21287.8;34220.8;44561.6;44680.8;42230.1;29716;19020.7;12265.5;5924.37;4268.78;1190.35
174	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8660.167084	8665.538387	3	65.7386	65.8346	5.76367	65.7386	392626	245736	639868	5	7	3	0.948213	0.999979780502173	79604.3;211374;101648	4567.92;5832.63;13779.8;27299.4;45236.3;56766.1;60424.3;58818.9;45282.8;35115.7;22499.4;8677.58;8836.76;3406.42;649.936
175	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8731.205601	8736.616972	3	65.7386	66.943	72.2646	65.7386	204929	153489	2.27217e+06	5	6	2	0.944951	0.980136369197599	41440;163489	0;1409.12;8588.15;13883.8;21920.3;27154.3;30987.4;28839.6;22696.1;16145.8;14207.8;6706.25;5316.49;4470.96;2602.97
176	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8512.103858	8517.385754	2	65.7746	65.8346	3.60346	65.7746	121437	112946	218797	5	7	3	0.965324	0.99531547687906	8490.38;45225.1;67721.4	0;3724.9;8599.28;11336.1;17621.5;13409;22132.8;17728;11095.6;8415.81;5731.69;1642.18
177	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7884.768999	7889.672052	2	65.7386	65.7746	2.16021	65.7746	90368.2	80456.9	97607.2	5	6	2	0.932133	0.990451490603637	9911.33;80456.9	0;0;3917.95;10324.9;14066.3;17307;18587.2;15693.2;10471.7
178	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8511.113816	8516.395712	2	65.7386	65.7746	2.16021	65.7386	111021	65795.7	119914	5	6	2	0.912355	0.998043859883271	11664.2;99356.6	0;0;2709.2;9018.52;10808.2;15870.3;16064.5;16796.3;14616.5;9134.24;9143.05;4793.7;2066.22
179	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7670.672456	7675.460517	3	65.7386	65.8346	5.76367	65.7386	78250.7	60842.5	111649	4	6	3	0.93129	0.999306471904215	3920.35;13487.9;60842.5	0;0;4854.81;6692.56;10740.4;15917.1;13861.5;10585.4;7930.04;5593.47;2075.47
180	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9089.328579	9094.955183	2	65.8346	66.943	66.5009	65.8346	72757.7	50791.5	2.41923e+06	6	7	2	0.96922	0.944643461989244	50791.5;21966.2	1366.19;919.213;3535.73;6392.29;8525.57;8553.74;10677.8;10194.3;6796.73;6281.1;4186.25;2601.18;3061.61;0;1032.21
181	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8889.202642	8894.714682	2	65.7386	65.7746	2.16021	65.7386	56197.2	36612.9	60698.9	6	7	2	0.935429	0.954880071239748	25932.3;30264.9	3403.02;1099.07;4860.76;2913.49;7070.27;8057.82;7129.54;5743.09;6670.21;4170.23;4834.45;1796.04;1852.2
182	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8926.219127	8931.745431	2	65.8346	66.943	66.5009	66.943	51687.7	35960.4	1.71864e+06	5	7	3	0.92712	0.884178082568981	6451.59;28469.9;16766.2	1039.61;1661.32;2683.24;3995.9;3493.62;7132.14;6680.79;5802.12;6094.98;2909.27;3948.14;2082.52;1623.04;1155.26;2425.35
183	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4385.096973	4387.842362	2	65.8346	66.943	66.5009	65.8346	6766.24	4162.37	224981	3	3	1	0.881065	0.500051774599057	6766.24	0;455.52;1433.8;1411.43;1799.2;761.534;0;581.918;322.835
184	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7887.869801	7892.786642	5	70.6729	71.0333	21.6223	70.8404	835164	375463	4.73979e+06	5	8	4	0.936901	0.999996191743469	4444.73;43417.2;556867;231706	0;2805.66;36223.5;71172.6;113534;138646;139646;119077;85904.3;59483.9;32496.3;25557.3;8426.58;2190.89
185	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11054.677460	11061.551739	6	70.6085	71.4834	52.4938	70.7763	965814	365555	1.04623e+07	6	10	5	0.956134	0.999999414640479	31420.3;157882;268056;370648;137808	597.279;2496.33;10310.5;25104.4;56644.2;89961.8;118147;138626;148261;121570;91939.4;62017.5;47420.3;25708.6;15964;6708.32;4934
186	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11297.754561	11304.767279	4	70.4797	70.7372	15.448	70.6729	672110	357377	2.09985e+06	7	10	3	0.97065	0.989676426328783	15240.2;385443;0;271427	1269.35;1257.4;3627.2;20711.1;40186.2;65550.2;82818.1;105819;97082.4;79758.5;66119.3;45981.1;20363.8;21324.2;8310.58;7599.17;5601.52
187	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11169.707221	11176.657455	3	70.6729	70.7763	6.20442	70.7763	591671	313400	992583	8	10	3	0.961854	0.990732475537981	213490;314723;63457.5	0;0;2543.23;15517.5;32374;51973;82535.5;94367.9;83222.8;72725.4;52551.7;40608.8;27427.6;19266.6;12783.7;1744.28;2029.11
188	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3629.979255	3632.188981	11	70.4155	71.0333	37.0667	70.7763	769014	270262	2.06193e+06	2	5	4	0.88313	1	72754.6;550685;143721;1853.62	784.255;93099;193559;199327;147781;78848.1;36328.3;15869.9;3483.62;719.143
189	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11280.752814	11287.753928	2	70.6729	70.7763	6.20442	70.7763	400106	237970	1.24121e+06	8	9	2	0.981123	0.980630796967807	165278;234828	1239.07;900.183;10870.9;15361;26587.1;40727.3;48664.9;57542.9;51283.9;47170.5;35096.5;26761.9;19418.2;9021.15;8375.7;2324.16
190	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3986.187928	3988.621531	7	70.4547	71.0333	34.7118	70.8404	393706	207041	2.43202e+06	2	6	5	0.880196	0.99999049290697	526.051;96681;234224;59482;2792.84	0;36520.6;81678.8;97472.2;72876.6;60168.6;24776.5;12246.8;7173.08;792.82
191	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3887.117324	3889.467033	9	70.4155	71.0333	37.0667	70.7372	488869	205931	1.89331e+06	2	5	4	0.888543	0.999997197729681	2996.98;130923;525413;63979.9	300.123;49315.3;116860;127670;101207;57815;22097.3;9306.02;4099.54;499.084
192	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7595.761263	7600.509265	5	70.6729	71.0333	21.6223	70.7372	482545	183464	2.85862e+06	5	7	3	0.942776	0.999502474943761	27305.5;84728.5;370511	1027.46;6068.88;20202.4;51326.7;73022.9;81217.1;78778.6;69797.3;45488.5;28806.7;15286.8;11156;896.649;496.609
193	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7577.753176	7582.489312	2	70.7372	70.8404	6.19575	70.8404	128894	109189	399296	6	8	3	0.918993	0.954207055552912	19704.5;53946.9;55242.1	0;479.956;7790.29;12977.6;14913.5;18958.4;20736.2;18828.5;12991.3;9241.86;5889.83;3675;2411.05
194	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11524.895214	11532.058346	2	70.6729	70.7763	6.20442	70.7763	198881	104848	616971	8	9	2	0.954155	0.963899264962205	94033.6;104848	0;553.277;3292.81;3233.33;10112.3;15048.7;23430.9;29694;29637;24689.7;20198.7;16978.8;9550.55;2967.08;7049.29;1296.73;1147.95
195	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9610.016667	9616.035240	6	70.6085	70.8404	13.917	70.7372	305845	102680	775314	6	9	4	0.945316	0.999986907902738	22970.1;86157.8;174288;22429.7	0;744.654;3118.1;10713.8;23713.2;49064.2;51156.4;49964.1;44132.2;31208;16307.9;13710.2;6251.08;2876.01;0;2885.42
196	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	10041.174701	10047.450380	2	70.6729	70.7372	3.85664	70.6729	154938	102451	298770	7	10	4	0.934277	0.950991014317864	102451;18071.2;33616.6;798.974	933.473;759.185;1280.74;1918.53;11424.1;19930.4;26261.3;24603.7;22547.3;21536.9;12521.2;6188.51;2620.09;1341.93;925.017;1079.31
197	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7986.923387	7991.886987	3	70.6729	71.0333	21.6223	70.7372	142360	102236	1.32805e+06	6	7	3	0.875768	0.879682312139526	19873.7;122486	369.311;1160.11;5616.86;16087.1;23914.7;6772.21;31250.8;18726.3;18445.1;7250.91;7780.85;2785.05;2569.72
198	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7353.634670	7358.218306	5	70.6729	71.0333	21.6223	70.8404	243667	99534.6	1.31877e+06	6	8	3	0.95336	0.999967088011968	90126.5;128792;24747.8	1219.71;3328.47;13881.8;29410.5;41068.7;43697.4;43803.5;29016.5;22579.3;7567.69;5169.85;2176.07;1966.89
199	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8055.960611	8060.963888	3	70.7372	71.0333	17.7657	71.0333	170208	98599.4	952171	7	8	2	0.961017	0.998475798440231	105980;64228.2	844.094;1059.75;9973.48;15482.2;24502.9;29259.2;29292.1;24303.1;16288.2;11337.1;5891.24;1980.94;0;838.007
200	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7870.864190	7875.767244	4	70.7372	71.4834	44.7726	70.8404	131841	98164.1	2.2758e+06	5	8	4	0.966015	0.999844186069215	6754.12;17547.2;39173.6;68366.3	0;2026.56;6428.31;15018.4;20474.8;22883.9;22529.1;19247.7;11002.5;6021.1;5115.23;1093.63
201	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7758.831107	7763.668200	4	70.6085	71.0333	25.4869	70.8404	148052	97032.2	1.16038e+06	5	8	4	0.933092	0.997112462458467	7175.51;14588.4;70437.1;55851	0;2366.63;7590.86;12760.1;19478.3;23637.9;25336.4;21506.8;12671.8;11121.4;7111.95;4469.96
202	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3800.084621	3802.395458	8	70.4155	71.0333	37.0667	70.7372	188638	89666.8	1.45719e+06	2	4	3	0.887857	0.999922825136575	404.087;39389.2;148844	0;20473.1;45432.4;51115.8;36789;21775.8;9122.08;2083.78;1845.66
203	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3729.048580	3731.322360	9	70.4547	71.0333	34.7118	70.8404	241958	88285.8	1.1755e+06	2	4	3	0.90301	0.999999898025825	1879.67;85069.9;187626	1280.68;32235.8;56309.4;62216.9;46863.5;25164.6;11286.7;6101.69;1498.72;280.734
204	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8073.967185	8078.984187	5	70.6729	71.0333	21.6223	70.7372	206500	84504.7	1.06883e+06	5	8	4	0.940688	0.993080666302283	14295.6;12875.1;92852.7;86476.5	0;0;1803.85;21775;34400.9;34562.4;32196;25550.6;21538.7;17988.6;7512.78;8885.95;0;285.127
205	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	3645.975951	3648.201658	8	70.4547	71.4834	61.7187	71.0333	172310	78117.1	2.26804e+06	2	5	4	0.879518	0.999991602444671	23965.9;25463.2;106234;16646.4	0;20236.7;43175.4;45699.9;34576.1;18022.1;7728.4;1762.8;372.497;735.932
206	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7987.946570	7992.923920	2	70.6085	70.8404	13.917	70.8404	89846.3	76254.4	625195	5	8	3	0.970303	0.932345823157161	13591.9;0;9272.71;66981.7	625.947;3236.46;6123.12;7121.86;16569.6;13894.2;15785.9;10546.7;7412.78;5567.46;2806.25;781.988
207	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4278.294246	4280.979665	8	70.4155	70.8404	25.4968	70.8404	126837	75662.1	337415	3	6	4	0.896	0.999986076124128	38624.2;37897.6;41252;9063.28	0;7686.23;26701.9;31384.4;28594.3;18159.9;9359.17;4419.39;531.811
208	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11313.766798	11320.802413	3	70.4155	70.6729	15.4444	70.4797	150650	64445.5	822354	8	9	2	0.958006	0.975006535255132	105441;45208.5	3990.61;1316.17;1523.04;2145.57;8994.84;14030.9;18536.4;22058.4;22582.8;17255.1;13860.7;13369.2;5848.28;5087.28;3431.35;609.942
209	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9711.073030	9717.145454	2	70.6729	70.7763	6.20442	70.7763	88477.8	62823.8	274477	7	8	2	0.902858	0.936465376538773	37626.8;50851	0;0;0;3511.57;4917.17;14054.5;12356.8;17042.6;17550;9146.45;7351.61;2547.11
210	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4115.228069	4117.825344	8	70.4547	71.0333	34.7118	70.7372	161740	56026.6	702609	3	5	3	0.913285	0.99999681403669	42309.5;115199;4231.18	0;15502;35622;41209.3;34008.9;23092.7;9625.89;2679.11
211	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	9100.731854	9106.358458	4	70.7372	71.4834	44.7726	70.7763	103009	54732.1	635027	5	9	5	0.932663	0.997157186215641	1272.03;4142.59;5385.37;62057.7;30151.1	681.114;0;2946.23;4992.85;9255.12;16323.5;17351.3;17149.4;10621.7;9609.26;4971.58;7238.65;0;2105.26;443.892
212	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8126.995013	8132.037890	5	70.6729	71.0333	21.6223	70.7372	147895	53561.5	597045	6	7	2	0.939165	0.99998383739125	35421;112474	0;0;5908.83;11140.9;20984.8;26327.8;26280.3;20259;19199.9;9075.55;4261.34;3322.24;1133.91
213	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	11671.964963	11679.216979	3	70.6729	70.7763	6.20442	70.7763	130412	47644.8	260701	8	11	4	0.94193	0.961006376400442	44288.1;47644.8;29745.1;8733.73	0;1897.34;0;546.889;6943.36;7511.37;18893;21203.4;22617;19782.3;10079.9;9636.48;2601.94;5285.12;2150.27;0;0;1263.4
